_id,en_word,en_definition,example,synonyms,antonyms
1249,ARROW,"n  conkiang, thal",NA,NA,NA
1252,ART,"n  thil thiam, zuk suai. Thuhla zirnak.",NA,NA,NA
1253,ARTERY,"n  thi hri, thi fehnak.",NA,NA,NA
1255,ARTFUL,"adj hrokhrawl, mi zer, fim , thiam.",NA,NA,NA
1257,ARTICLE,"n thil pakhat, thuhla, ngan mi thuhla",NA,NA,NA
1258,ARTIFICIAL,"adj tuahcop mi, a ngaingai si lo",NA,NA,NA
1261,ARTILLERY,n pukpi mei thal,NA,NA,NA
1262,ARTISAN,"n  nung thiam, kutih thiltuah a thiam mi.",NA,NA,NA
1266,ARTIST,"n zuk suai thiam, zuk ngan thiam.",NA,NA,NA
1270,AS,"adv bangin, vekin, ruangah.",NA,NA,NA
1273,ASCEND,"vt kai so, a so lamah kai.",NA,NA,NA
1275,ASCENT,"n  hmunso, so kai.",NA,NA,NA
1277,ASCETIC,"vt biaknak ruangih mah le mah a hrem aw mi, nuamnak a hnong mi.",NA,NA,NA
1282,ASHES,"n  vutcaam, meivut.",NA,NA,NA
1285,ASHAMED,"adj ningzak, mualpho mi.",NA,NA,NA
1292,ASIA,n Asia ram,NA,NA,NA
1307,ASK,"vt sut, diil",NA,NA,NA
1310,ASLEEP,adv it-that.,NA,NA,NA
1315,ASPIRATION,"n duhnak (thu), ti duhnak.",NA,NA,NA
1316,ASPIRE,"vt duh, si duh.",NA,NA,NA
1318,ASPIRIN,"n  lu nat damnak, sii, lu-na sii.",NA,NA,NA
1328,ASS,"n  laak, thil phurtu laak.",NA,NA,NA
1335,ASSASSINATE,"vt that, a thup te-in mithat.",NA,NA,NA
1336,ASSAULT,"vt nam, nam cih.",NA,NA,NA
1340,ASSEMBLE,"vt khawm-aw, pum-aw, tawng khawm-aw.",NA,NA,NA
1342,ASSEMBLY,n khawmpi,NA,NA,NA
1346,ASSIGN,"vt tuanvo pek, fial",NA,NA,NA
1359,ASSIGNMENT,"n hnatuan, tuan ding mi.",NA,NA,NA
1360,ASSIST,"vt bawm, tanpi, tuanpi.",NA,NA,NA
1362,ASSISTANCE,n bawmnak.,NA,NA,NA
1364,ASSISTANT,n bawmtu.,NA,NA,NA
1367,ASSOCIATE,"n rualpi, pawlpi",NA,NA,NA
1373,ASSOCIATE,"vt pawl, kawm",NA,NA,NA
1378,ASSOCIATION,"n pawl khawmnak, hnatuan pakhatih pawl awknak.",NA,NA,NA
1380,ASSORT,"vt a pawlpawlih ret, aphun aphun ih ret.",NA,NA,NA
1384,ASSUME,"vt titer awk, ruat, a si paam pei ti ih ruat.",NA,NA,NA
1389,ASSURE,"vt lungkim ko ih sim, thukam.",NA,NA,NA
1390,ASTHMA,"n thaw samnak, khuhheng, awm na.",NA,NA,NA
1396,ASTONISH,vt mangbang.,NA,NA,NA
1397,ASTRAY,"adv a peengah, a si lo lamah, vakvai, zin hlo. Peeng.",NA,NA,NA
1398,ASTRIDE,"adv kal ceh, karceh.",NA,NA,NA
1402,ASTROLOGER,n arsi zohthiam.,NA,NA,NA
1404,ASTROLOGY,n arsi zoh ih hmailam cang ding mi sim thiamnak zirnak.,NA,NA,NA
1408,ASYLUM,"n relh thup hmun, mi aa pawl retnak inn, nupa nei lo retnak inn.",NA,NA,NA
1409,AT,prep ah.,NA,NA,NA
1417,ATHEISM,n Pathian a um lo ti-ih zumnak.,NA,NA,NA
1420,ATHLETICS,n leh zuamawknak.,NA,NA,NA
1422,ATHEIST,n Pathian a um lo a ti tu.,NA,NA,NA
1427,ATLANTIC,n Europe le America lakih tipi thuanthum.,NA,NA,NA
1429,ATLAS,n  ram zuk ca-uk,NA,NA,NA
1450,ATMOSPHERE,n lei kimveelih a um mi thli.,NA,NA,NA
1451,ATOM,"n a fate, a tiak bik mi thilri.",NA,NA,NA
1458,ATONE,"vt kimter, lungdaiter, kimter saal, tlen.",NA,NA,NA
1473,ATTACH,"vt bun cih, ben cih, ben, kopter.",NA,NA,NA
1475,ATTACK,"vt do, raaldo, raal tawng.",NA,NA,NA
1477,ATTAIN,"vt thleng, baan",NA,NA,NA
1487,ATTEMPT,"vt tuah hnaik, tum , zalh.",NA,NA,NA
1488,ATTEND,"vt kai (tlawngkai), fingkhawi.",NA,NA,NA
1489,ATTENDANT,"n  fingkhawitu, zohtu.",NA,NA,NA
1502,ATTENTION,"n ruahsaknak, fingkhawinak, zohthatnak",NA,NA,NA
1504,ATTIRE,n  thil thuam.,NA,NA,NA
1505,ATTITUDE,"n  thil hmuh daan, thil zoh daan, thinlung ret daan.",NA,NA,NA
1506,ATTRACT,"vt leem, hnuk, hiip, thinlung hiip ret daan.",NA,NA,NA
1508,ATTRACTIVE,"adj   a mawi mi, mi lung a laak thei mi, leem thei mi, iangnei.",NA,NA,NA
1509,AUCTION,n lilaam ih zuar.,NA,NA,NA
1512,AUDIBLE,adj hna thawn theih a theih mi.,NA,NA,NA
1514,AUDIT,n  tangka cazin zingzoinak.,NA,NA,NA
1517,AUGUST,"n  Miraang thla Ih thla riat nak, Fanger thla.",NA,NA,NA
1521,AUNT,"n  nii ( pa ih far, a si lo le, nu seu, pa pu ih nupi. (pi)",NA,NA,NA
1528,AURORA,n  khawvang zawngih an pianzia.,NA,NA,NA
1532,AUSTERE,"adj fifek, fekfek, tikherkher, renaw lutukmi.",NA,NA,NA
1534,AUSTRALIA,n Australia ram.,NA,NA,NA
1539,AUSTRIA,an  Austria ram . ( Europ ram lai-ih ram fate),NA,NA,NA
1540,AUTHOR,n  ca-uk ngantu.,NA,NA,NA
1542,AUTHORITY,"n thu neitu, aana neitu.",NA,NA,NA
1544,AUTOBIORAPHY,n  maih thu maih ngan mi.,NA,NA,NA
1551,AUTOGRAPH,"n  mahih kut ngan, mah ngan mi maih thu.",NA,NA,NA
1553,AUTOMATIC,adj mahte a cawlcang mi.,NA,NA,NA
1555,AUTONOMY,n maih ram thu mahte tawlrel theinak.,NA,NA,NA
1560,AUTUMN,n thlatang le khawthal karlak.,NA,NA,NA
1563,AUXILIARY,adj bawmtu.,NA,NA,NA
1571,AVAIL,"vt hmang, man nei, bawm",NA,NA,NA
1578,AVAILABLE,"adj ngah thei mi, hman thei mi.",NA,NA,NA
1581,AVALANCHE,n tlanghraap ih a hriil mi vur le lungto pawl.,NA,NA,NA
1582,AVENGE,"vt phunhlam, lehrul, tirul.",NA,NA,NA
1591,AVENUE,"n lamzin, keh le vorh lamih thingkung a um vivo mi ziin.",NA,NA,NA
1593,AVERAGE,"vt & n zaran, buak-tlak",NA,NA,NA
1597,AVERSE,"adj huat mi, duh lo mi.",NA,NA,NA
1603,AVOID,"vt hrial, kian.",NA,NA,NA
1606,AVOCADO,n thawpat thei.,NA,NA,NA
1609,AWAIT,"vt hngak, um hrih.",NA,NA,NA
1611,AWAKE,"vt thang, meng, itthat nawn lo.",NA,NA,NA
1612,AWAKEN,"vt & vi thang, hlauh, thoter.",NA,NA,NA
1615,AWARD,"n tuanman, thahlawh, laksawng.",NA,NA,NA
1616,AWAY,"adv lam hlatpiah, hlo, um lo.",NA,NA,NA
1618,AWFUL,"adj tihnung mi, siava mi.",NA,NA,NA
1624,AWKWARD,"adj siarem lo mi, nuam lo mi, tha lo mi, ti hnuaihni mi.",NA,NA,NA
1626,AWL,"n thil vihnak, fungzum.",NA,NA,NA
1628,AXE,n hreitlung.,NA,NA,NA
1633,AXLE,n  leeng her hmun fung.,NA,NA,NA
1636,AXIS,"n kai ling fung, thil a hernak hmun, zapi.",NA,NA,NA
1643,"AY, AYE","adv ee, si ee.",NA,NA,NA
1647,AZURE,"adj van dum pianzia, khaw thiang pianzia.",NA,NA,NA
1651,B,"n (pl B’s, b’s /bi:z/) 1 Mirang (English) cafang pahnihnak: There are three b’s in bubble. 2 (music) C scale ih a pasarihnak note. 3 cathiam lam ih a pahnihnak: get (a) B/‘B’ in English.",NA,NA,NA
1655,B-ROAD ,n (in Britain) (A road) hnakin a thupi lo sawn mawqaw zin: Take the B1224 to York.,NA,NA,NA
1659,BA,bi: {ei:/ abbr 1 (US AB) Bachelor of Arts: have/ be a BA in history ¡ Jim Fox BA (Hons). 2 British Airways: flight BA430 to Rome.,NA,NA,NA
1660,BAA,n tuufa aai aw.,NA,NA,NA
1661,BAA ,"v (pres p baaing, pt baaed or baa’d /bA:d/) [I] aai (baa ti in).",NA,NA,NA
1668,BABBLE ,"v 1 [I, Ipr, Ip] (a) theih theilo ih qong (qong tluaktlo): Stop babbling and speak more slowly. ¡ tourists babbling (away) in a foreign language. (b) thu ruat loih qong ciamco: What is he babbling (on) about? 2 [I] tiva luang awn: a babbling brook.",NA,NA,NA
1669,BABBLE ,n [U] 1 (a) theih theilo qong: hear the babble of many voices. (b) aat qong. 2 lungto lakih luangmi tidai awn.,NA,NA,NA
1672,BABBLER,n theihthei loih a tlok rerotu.,NA,NA,NA
1673,BABE,n 1 (arch) naute. 2 (US sl) nunau no. 3 (idm) a babe in arms (a) pomlai naute (bokvak thei hrih lo). (b) zaangfakza; bawmtu zohtu nei lomi. out of the mouths of babes and sucklings ,NA,NA,NA
1675,BABEL,n [sing] qong ruri: a babel of voices in the busy market.,NA,NA,NA
1680,BABOON,n uico hmel nei Africa le Arabia ram um zawng tumpi.,NA,NA,NA
1683,BABY,"n 1 (a) naute, nausen (milai le ramsa): Both mother and baby are doing well. ¡ a baby boy/girl ¡ a baby thrush, monkey, crocodile. (b) (infml) kum nauta bik: He’s the baby of the team. (c) naute vek, ralsia: Stop crying and don’t be such a baby. 2 (a) (sl esp US) fala no (tlangval pa ih fala). (b) (US sl) milai. 3 [attrib] a fate zetmi: a baby car. 4 (idm) be one’s baby (infml) zoh qha mi (milai, thil): It’s your baby, ie You must deal with it. leave sb holding the baby _ leave1. smooth as a baby’s bottom _ smooth1. start a baby _ start2. throw the baby out with the bath water a qha lomi lakah a qhami hloncih.",NA,NA,NA
1686,BABY,"v (pt, pp babied) [Tn] naute vekih pawl, zoh; a duhnak vekin tuahsak (thlun) ringring (pamper): Don’t baby him.",NA,NA,NA
1693,BABYHOOD,n [sing] (a) seentet-lai. (b) seentet ,NA,NA,NA
1697,BABYISH ,"adj nauteta, naute hrang lawngah a tlaakmi: Now that Ned can read he finds his early picture books too babyish.",NA,NA,NA
1699,BABY CARRIAGE , = pram.,NA,NA,NA
1701,BABY-FACED ,adj naute hmai vek (a bial a ceeng). ,NA,NA,NA
1702,BABY GRAND ,grand piano fate.,NA,NA,NA
1705,BABY-MINDER ,n naute rak kiltu (a rei nawn tiang).,NA,NA,NA
1707,BABY-SIT ,"v (-tt-, pt -sat) [I] nau umsak: She regularly baby-sits for us. ",NA,NA,NA
1711,BABY-SITTER,n (infml) (also sitter) nu le pa man loih suahvah sung caan tawite nau um saktu. ,NA,NA,NA
1712,BABY-SITTING ,n [U]. ,NA,NA,NA
1715,BABY-SNATCHER ,n naute phurhnak leeng dirhmi sungih tantami naute firtu nunau. ,NA,NA,NA
1716,BABY-TALK ,n naute qong (qong thiam hlaanih qongmi).,NA,NA,NA
1720,BABY TOOTH ,(esp US) = milk tooth (milk).,NA,NA,NA
1723,BACCALAUREATE ,"n France ram le ram tampi ih tuahmi phunhra camibuai: sit, take, pass, fail, etc one’s baccalaureate. University Bachelor dikari (degree).",NA,NA,NA
1729,BACCARAT ,n [U] phetama pawl ih lehmi phekah daan.,NA,NA,NA
1732,BACCHANAL,n (pl  ia /bFkE{neIlIE/) (dated or fml) zuri ih nunnomnak.,NA,NA,NA
1733,"	BACCHANALIAN",adj: bacchanalian revels.,NA,NA,NA
1734,BACCY,n [U] (Brit infml) kuhsi; sikawng. ,NA,NA,NA
1740,BACHELOR,"n 1 (a) tlangval; nupi nei hrih lo: He remained a bachelor all his life.  a confirmed bachelor, ie one who has decided never to marry  [attrib] a bachelor girl, ie unmarried woman who lives independently. Cf spinster. (b) [attrib] tlangval hrangih a kaihmi: a bachelor flat. 2 phunsang tlawng ih detree ngah maisa bik a ngahtu; BA, BSc degree ngahtu: a bachelor’s degree  Bachelor of Arts/Science.",NA,NA,NA
1746,BACILLUS,n (pl -cilli /bE{sIlAI/) funghreu vek pian nei nat petu (bacteria) nat hrik. ,NA,NA,NA
1750,BACK1 ,"n 1 dunglam: If you use mirrors you can see the back of your head.  The index is at the back (of the book).  The child sat in the back (of the car) behind the driver.  I was at the back (of the cinema) and couldn’t see well.  Write your address on the back (of the cheçue).  a room at the back of the house  a house with a garden at the back  You can’t cut with the back of the knife.  the back of one’s hand, ie the side with the nails and the knuckles. Cf front",NA,NA,NA
1752,BACK OF ONE’S/SB’S MIND,"mi pakhat ih ruahnak ah a um nan, thupitnak a nei lemlomi: At the back of his mind was the vague idea that he had met her before. ",NA,NA,NA
1761,THE BACK OF BEYOND ,"a pirpaak ih ummi hmun, a hriang le kelet hmun: They live somewhere at the back of beyond.",NA,NA,NA
1762,BACK TO BACK ,dung tun aw in: Stand back to back and let’s see who’s taller. ,NA,NA,NA
1766,BACK TO FRONT ,"dunglam hmailam ah letin, linglet in: Your pullover is on back to front. ",NA,NA,NA
1767,"BE GLAD, ETC TO SEE THE BACK OF SB/STH",hmu/tong saal nawn lo ding ruangah lungawi. ,NA,NA,NA
1768,BEHIND SB’S BACK ,"mah theih lo ah, a thup in: They say nasty things about him behind his back. Cf to sb’s face (face1). ",NA,NA,NA
1774,BE ON SB’S BACK ,"rak kham, hnaihnok, hrem.",NA,NA,NA
1776,BREAK ONE’S BACK (TO DO STH) ,quan nasa.,NA,NA,NA
1778,BREAK THE BACK OF STH ,"a hardeuh mi, lole, a tamsawn quansuak. get/put sb’s back up thinhengter: His offhand manner put my back up. get off sb’s back (infml) hnaihnok nawnlo, hrem nawn lo. have eyes in the back of one’s head  eye1. have one’s back to the wall harsatnak ton ruangah qangqha. know sth like the back of one’s hand  know. make a rod for one’s own back  rod. a pat on the back  pat2 n. pat sb/oneself on the back  pat2 v. put one’s back into sth tha suah ih tuah/ quan. a stab in the back  stab n. stab sb in the back  stab v. turn one’s back on sb/sth hrial, cohlanglo, dungtun: He turned his back on his family when he became famous. water off a duck’s back  water. you scratch my back and I’ll scratch yours  scratch1.",NA,NA,NA
1779,BACKLESS,adj (of dress) a zaanglam a tawimi (kor).,NA,NA,NA
1780,BACKACHE ,"n [U, C] zaangnat, kheelnat.",NA,NA,NA
1784,BACKBONE,"n 1 [C] zaangruh. 2 [sing] (fig) rinsan bikmi; suutpi: Such people are the backbone of the country. 3 [U] (fig) thazaang, cahnak, tuar theinak: He has no backbone, ie lacks stamina, perseverance, strength of character, etc. 4 (idm) to the backbone qha le kim zet in.",NA,NA,NA
1785,BACK-BREAKING ,"adj a khunghar zetmi, baang thei zetmi: back-breaking work, effort, etc.",NA,NA,NA
1786,BACKPACK,n (esp US) = rucksack. (ralkap thil phurhnak bawm).,NA,NA,NA
1787,BACKREST ,n zaang domtu.,NA,NA,NA
1793,BACKSCRATCHER,n zaang kheuhnak fung (kut vek).,NA,NA,NA
1794,BACKSTROKE ,"n [U] zapathal tileuh, zathal tileuh.",NA,NA,NA
1800,BACK2,"adj (esp attrib and in compounds; no comparative or superlative) 1 dunglam: a back garden ¡ the back door ¡ back teeth ¡ back street, ie usu narrow streets in a poor part of a town. 2 (a) dunglam ta; a luancia: back issues of a magazine. (b) a tangmi: back pay/taxes/rent. 3 (phonetics) (of vowel) dang naihnak hmun ihsin a suakmi dang aw, awphei. 4 (idm) put sth on the back burner (infml) lehhnu ih quan/tuah dingih reet. by/through the back door a daanlo pi in: He used his influential friends to help him get into the civil service by the back door.",NA,NA,NA
1803,BACK-BENCH,n (usu pl) (Brit) (senpi ai-awh upa pawl) thu relnak innpi ah dunglam ih tonak; Hluatdaw sungih mithupi lo deuh pawl tonak: sit on the back-benches ¡ [attrib] back-bench MPs.,NA,NA,NA
1805,BACK-BENCHER ,n (Brit) quanvo/cohmun thupi a nei lo mi MP tlangsuak.,NA,NA,NA
1809,BACKCLOTH,n (Brit) thuanthu cawnnak inndan dunglam puanzaar.,NA,NA,NA
1811,BACKDROP,n = backcloth.,NA,NA,NA
1813,BACKHAND,"n [sing] (tennis thawi tivek ah) a thawinak fung khi keh-lam ah nawp ih thawi daan; kut dunglet ih thawi daan: He has a good backhand, ie can make good backhand shots.",NA,NA,NA
1816,backhanded," adj [usu attrib] 1 keh-lam kut nawp ih lekmi, kehlam nawp ih lek thiammi.
2  a kelkawimi, fiangte ih sim lomi; kelkawi: a backhanded compliment, ie one made in a sarcastic way so that it is not a compliment at all = becalawh.",NA,NA,NA
1817,backhander,n (sl) nawhthuh.,NA,NA,NA
1819,backlist ,n an suah lai rero mi cabu cazin.,NA,NA,NA
1821,backlog,"n (usu sing) quan lai dingmi hnaquan; hmabaak: a backlog of work/unanswered letters
After the postal strike there was a huge backlog of undelivered mail to be dealt with.",NA,NA,NA
1822,back number,"an zuar nawn lomi zarhtin, thlatin, kumtin suahmi cabu pawl.",NA,NA,NA
1823,back road ,(esp US) = by-road.,NA,NA,NA
1824,back room,n 1 (esp unimportant) a thupi lo dunglam innkhaan. 2 (idm),NA,NA,NA
1829,back-room boys ,"(esp Brit infml) mi ih theipi cuca lomi scientists, engineers, research workers, tivek pawl.",NA,NA,NA
1831,back seat 1 ,mawqawka sungih dunglam tokheng. 2 (idm) ,NA,NA,NA
1837,back-seat driver ,(derog) a qul lomi ruahnak pe rerotu driver dungih totu. take a back seat (fig) thupi lovek ih rak um.,NA,NA,NA
1843,backside,n (infml) tawqawk: Get off your backside and do some work! To ringring loin hna va quan aw.,NA,NA,NA
1845,backstage,adv 1 donsaang dunglam ah: I was taken backstage to meet the actors. 2 (fig) mi hmuh loin: I’d like to know what really goes on backstage in government.,NA,NA,NA
1847,backwater,"n [sing] 1 tiluang ih ban lonak tiva hmun qhenkhat. 2 (fig) a san ih thil cangmi, qhansonak, fimnak ih ban lomi hmun, ram: I find this town too much of a backwater.",NA,NA,NA
1848,backwoods,"n [pl] 1 vah hrih lo hrampa lak. 2 khawpi thawn a hlatnak, mi malte lawng umnak ram . 3 a fim hrihlo ram. ",NA,NA,NA
1850, backwoodsman ,/-mEn/ n (pl -men /-mEn/) hi vek ram ih ummi milai.,NA,NA,NA
1853,backyard,"n (also yard) 1 (a) (Brit) inn dunglam tualrawn. (b) inn caarlam, hmuamcaar lam. 2 (fig) a naih zet mi: in one’s own backyard, ie within one’s own organization.",NA,NA,NA
1855,back3,"/bFk/ adv part 1 (a) dunglam ah: Stand back to allow the procession to pass.  Sit well back in your chair.  You’ve combed your hair back.
      The house stands back (ie at some distance) from the road.  We passed a garage, about a mile back. Cf forward1 1. (b) rak kham; rak sup: He could no longer hold back his tears.  The barriers failed to hold/keep the crowds back. 2 (a) um hmun keelah: Put the book back on the shelf.  Please give me my ball back.  My aunt is just back (ie has just returned) from Paris.  It takes me an hour to walk there and back.  We shall be back (ie home again) by six o’clock.
      The party expects to be back in power after the election. (b) rei ah, cu lai ah: (way) back in the middle Ages  That was a few years back. 3 thungrul: If he kicks me, I’ll kick him back.  Jane wrote him a long letter, but he never wrote back.  She smiled at him, and he smiled back.
4 (idm)",NA,NA,NA
1858,back and forth,"khatlam le khatlam feh le kir, hmaifeh-dungkir: ferries sailing back and forth between Dover and Calais.",NA,NA,NA
1859,(in) back of sth,"(US infml) inn caarlam um, inn dunglam um: the houses back of the church.",NA,NA,NA
1861,backbite,"v (pt, pp backbitten) [I] (esp in the continuous tenses) umlo sungah rak relsia; thangsiat.",NA,NA,NA
1862,backbiter ,n relsiatu. ,NA,NA,NA
1863,backbiting,n [U]. ,NA,NA,NA
1866,backchat (back talk) ,n [U] (infml) ziang siar loih sawn kir: I want none of your backchat! ,NA,NA,NA
1867,backcomb (also tease) ,v [Tn] sam dunglam ah hriat.,NA,NA,NA
1868,backdate,v [Tn] dung kir ih ni siarsak: a pay increase awarded in May and backdated to 1 January.,NA,NA,NA
1869,backfire,"v 1 [I] tuantukih alh/puak (engine sung tivek ah): The car/engine backfired noisily. 2
[I, Ipr] ~ (on sb) (fig) mah ih duh lomi suahter (maih tuahmi in): The plot backfired (on the terrorist) when the bomb exploded too soon. Cf misfire. — n tuante ih puak (alh) mi (engine sungah).",NA,NA,NA
1872,back-formation ,"n [U, C] qongfang sau suak tertu ih a hram, eg televise ihsin television.",NA,NA,NA
1878,backlash,n [sing] dodal salnak; thungrul salnak: The fall of the fascist dictatorship was followed by a left-wing backlash.,NA,NA,NA
1883,back-pedal ,"v (-ll-; US -l-) 1 [I] baiskal dunglam kir ih her/mawng. 2 [I, Ipr] ~ (on sth) (fig) qul sal, tuah loih um sal: The government are back-pedalling on their election promises. ",NA,NA,NA
1884,backslide,"v (pt, pp backslid) [I] siakir; hlanih nuncan sia ah kir sal: He’s a reformed criminal who may yet backslide. ",NA,NA,NA
1889,backsliding ,n [U].,NA,NA,NA
1890,backspace,v [I] thircuk ngan tikih dungkirter.,NA,NA,NA
1893,back talk ,(US) = backchat.,NA,NA,NA
1894,backtrack ,v [I] 1 mah fehnak ziin thlun ih kir sal. 2 (fig) hlan ih relmi thu ihsin dung sip sal. ,NA,NA,NA
1897,backwash,"n 1 dung kirmi tilet. 2 (fig) (usu unpleasant) cangvaihnak, thu relmi ih ngahmi (a thalo lam): [attrib] the backwash effect of the war years.",NA,NA,NA
1898,back4 ,"v 1 [I, Ipr, Ip Tn, Tn•pr, Tn•p] dung kirter: back (a car) out of/into the garage, onto the road, into (ie hitting) a tree. 2 [Ipr, Tn] ~ (on/ onto) sth dunglam a hoih: Our house backs on(to) the river. 3 [Tn] (a) bawm: She’s the candidate who is backed by the Labour Party. (b) sumsaw bawm: Who is backing the film? 4 [Tn] (rang tlan zuamnak ah) paisa thaap: I backed four horses but won nothing.  Did anyone back the winner?  The favorite was heavily backed, ie Much money was bet on its winning the race. 5 [Tn, Tn•pr esp passive] ~ sth (with sth) dunglam ihsin rak dan: The photograph was backed with cardboard. 6 [Tn] tan, a tul asile keimah in ka pe ding ti in cahnah dunglam ih hminkhen: back a bill, note, etc. 7 [I] (of wind) dunglam kir ih feh (nazi kut dunglam kirter vekin). Cf veer 2.
8 (idm)",NA,NA,NA
1900,back the wrong horse,(zuam-awknak ah) a sung dingmi rak tan. 9 (phr v),NA,NA,NA
1904,back away ,(from sb/sth) duh lo/qih ruangah dungsip: The child backed away from the big dog. ,NA,NA,NA
1906,back down; ,US back off a sung pek: He proved that he was right and his critics had to back down.,NA,NA,NA
1908,back out (of sth),"thutiam, thukam tul sal: It’s too late to back out (of the deal) now. back up (US) = back4
You can back up another two yards.",NA,NA,NA
1909,back up,"a si ti ih rak tan: If I tell the police I was with you that day, will you back up my story/back me up?",NA,NA,NA
1922,backup,"(computing) computer sungih cahram, program file pawl a hlo/siat ding ralrinnak ah copy tuah.",NA,NA,NA
1924,backer,n 1 sumsaw thawn mi bawmtu. 2 rang tlanzuamnak ih tangka thaptu/kamtu.,NA,NA,NA
1925,backing ,"n 1 (a) bomnak, tanpinak. (b) [sing] bawmtu pawl, tantu pawl: The new leader has a large backing. 2 [U] rak domtu ih hmanmi thil: cloth, rubber, cardboard, etc backing. 3 [U, C usu sing] (esp in pop music) hla saktu a dunglam in rak bawmtu awnmawi/milai aw: vocal/instrumental backing  [attrib] a backing group.",NA,NA,NA
1927,back-up,"n 1 [U] bomnak; bawmtu dingih zuahmi: The police had military back-up. ¡ [attrib] back-up services ¡ the back-up team of a racing driver. 2 [U, C] (computing) computer sungih cahram, program file pawl a hlo/siat ding ralrinnak ih copy tuahnak: a back-up disc.",NA,NA,NA
1928,backgammon,n [U] keicang lehnak phunkhat.,NA,NA,NA
1930,background,"n 1 [sing] dunglam um thil. Cf foreground. 2 [sing] (a) langlemlo ih umhmun, a phennak hmun: be/be kept/stay in the background, ie not in the centre of public attention. (b) a ring tuk lomi: background music. Cf foreground. 3 (a) [sing] kiangkap ih a cangmi, asilole, a khuh-nehtu thil umtu daan: These political developments should be seen against a background of increasing East-West tension.  [attrib] background information. (b) milai pakhat ih nunkhawsak daan, fimthiam daan, le zirnak pawl: He has a working-class background. (c) [U] dunglam thu le hla pawl: Can you give me more background on the company’s financial position?",NA,NA,NA
1931,backward,"adj 1 dunglam ah: a backward glance, somersault. 2 thangso hrihlo: a very backward part of the country, with no proper roads and no electricity ¡ John was rather backward as a child; he was nearly three before he could walk. 3 [pred] ~ (in sth) hmaisong deuh, ngamlo: Sheila is very clever but rather backward in expressing her ideas. Cf forward.",NA,NA,NA
1933,backwards ,"adv 1 dunglam ah: He looked backwards over his shoulder. 2 dungsip in, a letkir zawngin: It’s not easy to run backwards.  The word ‘star’ is ‘rats’ backwards.
3 khuahlan lai umtudan lam ah; a sia lam ah: Let’s take a journey backwards through time, ie imagine we are going back to an earlier period in history.  Instead of making progress, my work actually seems to be going backwards.  Usage at forward2. 4 (idm) backward(s) and forward(s) khatlam le khatlam ah: traveling backwards and forwards between London and the south coast  [attrib] a backward and forward movement.",NA,NA,NA
1936,bend/lean over backwards (to do sth) ,"(infml) teima, zuam nasa: Although we bent over backwards to please her, our new manager was still very critical of our work. know sth backwards _ know.",NA,NA,NA
1937,backwardness,n [U].,NA,NA,NA
1938,bacon,"n [U] 1 cite ciahmi voksa; voksa pherh: a rasher of bacon. Cf gammon, ham 1, pork. 2 (idm) bring home the bacon _ home3. save one’s bacon  save1.",NA,NA,NA
1944,bacteria,"n [pl] (sing -ium /-IEm/) durbing lawngih hmuh theih nunnak nei thilnung; bacteria pangaang (thli, tidai, le leilung ah an um theu ih natnak an suahter thei).",NA,NA,NA
1948,bacterial ,adj hrik (bacteria) ih suahter-mi.,NA,NA,NA
1951,bacteriology,n [U] bacteria pangang thuhla zirnak.,NA,NA,NA
1955,bacteriologist ,n bacteria thuhla thiamtu.,NA,NA,NA
1958,bad1,"adj (worse /w3;s/, worst /w3:st/) 1 (a) a tha lo, tha lo; a sia: a bad lecture, harvest ¡ bad pronunciation, eyesight ¡ You can’t take photographs if the light is bad. (b) (used with names of occupations or with ns derived from vs) hnatuan hmin, lole, vs ihsin a cangmi ns thawn hman khawm a si: a bad teacher, hairdresser, poet, etc  a bad liar, listener, etc  a bad loser, ie one who complains when he loses. 2 cohlan theih lomi: It’s bad to steal.  He led a bad life. 3 a nuam lomi: In the recession, our firm went through a bad time.  What bad weather we’re having!  He’s had some bad news: his father has died suddenly.  These rotting bananas are giving off a bad smell. 4 [usu attrib] siazet, tha lo nasa: a bad mistake, accident, fracture, headache. 5 (of food) a tawih, a thu, ei tha lo: bad eggs, meat, etc  The fish will go bad if you don’t put it in the fridge. 6 [usu attrib] a harhdam lo, a naa mi: bad teeth  a bad back, ie one that causes pain. 7 [pred] ~ for sb/sth siatsuahtu, thil tha lo: Smoking is bad for you/bad for your health.  Too much rain is bad for the crops. 8 ~ (for sth/to do sth) harsa lai, kaih-lo: a bad time for buying a house/to buy a house  This beach is good for swimming but bad for surfing. 9 (idm) go from bad to worse a sia sinsin: We were hoping for an improvement but things have gone from bad to worse. (be/get) in bad (with sb) (US infml) lungkim lo, cohlang lo: If you get in bad with the boss, you’ll have problems. not bad (infml) a tha, ruah hnakin a tha: That was not bad for a first attempt.  ‘How are you feeling?’ ‘Not too bad!’ too bad
(a) riahsiatza, zaangfahza: It’s too bad you can’t come to the party. (b) (infml ironic) vansiat ah: ‘My share’s too small.’ ‘Too bad! It’s all you’re going to get.’ (For other idioms containing bad, see entries for other major words in each idiom, eg turn up like a bad penny  penny)",NA,NA,NA
